STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,UNIT_MEASURE,,SEX,,AGE,,TIME_HORIZ,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y_GE85,,H,,2024,,59288.431,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y65T69,,H,,2024,,204986.31,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y20T24,,H,,2024,,391783.53,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y15T64,,H,,2024,,3589976.4,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y25T29,,H,,2024,,421107.33,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y45T49,,H,,2024,,319027.71,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y5T9,,H,,2024,,349939.34,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y30T34,,H,,2024,,436262.71,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y75T79,,H,,2024,,100031.24,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,_T,,H,,2024,,5224148.4,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y50T54,,H,,2024,,283470.98,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y15T19,,H,,2024,,380339.89,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y55T59,,H,,2024,,281894.3,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y70T74,,H,,2024,,148447.16,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y20T64,,H,,2024,,3209636.6,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y_LT20,,H,,2024,,1379206.1,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y_GE50,,H,,2024,,1397563.4,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y10T14,,H,,2024,,379556.22,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y35T39,,H,,2024,,439410.88,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y40T44,,H,,2024,,380498.23,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CRI,,POP,,PS,,_T,,Y60T64,,H,,2024,,256180.88,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y45T49,,H,,2024,,936178,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y35T39,,H,,2024,,740544,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y5T9,,H,,2024,,590515,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y10T14,,H,,2024,,591257,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y70T74,,H,,2024,,611752,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y55T59,,H,,2024,,678871,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y_GE85,,H,,2024,,208102,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y_LT20,,H,,2024,,2311366,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y30T34,,H,,2024,,696330,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y25T29,,H,,2024,,537018,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y40T44,,H,,2024,,786161,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y_GE65,,H,,2024,,2243877,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y_GE50,,H,,2024,,4357698,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y20T64,,H,,2024,,6331288,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y50T54,,H,,2024,,814084,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y15T64,,H,,2024,,6936076,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,_T,,H,,2024,,10886531,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y75T79,,H,,2024,,501936,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y80T84,,H,,2024,,297633,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y60T64,,H,,2024,,620866,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y65T69,,H,,2024,,624454,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y15T19,,H,,2024,,604788,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,CZE,,POP,,PS,,_T,,Y20T24,,H,,2024,,521236,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y15T19,,H,,2024,,350100,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y50T54,,H,,2024,,392009,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y_GE65,,H,,2024,,1241833,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y60T64,,H,,2024,,373936,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y30T34,,H,,2024,,408280,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y_GE85,,H,,2024,,143776,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y55T59,,H,,2024,,413319,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y40T44,,H,,2024,,338672,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y20T64,,H,,2024,,3446069,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y70T74,,H,,2024,,295365,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y25T29,,H,,2024,,408510,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,_T,,H,,2024,,5972420,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y65T69,,H,,2024,,328096,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y5T9,,H,,2024,,312466,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y10T14,,H,,2024,,316803,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y_LE4,,H,,2024,,305149,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y_LT20,,H,,2024,,1284518,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y75T79,,H,,2024,,288161,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y_GE50,,H,,2024,,2421097,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y35T39,,H,,2024,,363999,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y15T64,,H,,2024,,3796169,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y45T49,,H,,2024,,373743,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DNK,,POP,,PS,,_T,,Y80T84,,H,,2024,,186435,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y_LE4,,H,,2024,,63478,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y40T44,,H,,2024,,99570,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y60T64,,H,,2024,,86889,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y30T34,,H,,2024,,91854,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y_GE85,,H,,2024,,40258,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y25T29,,H,,2024,,68673,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y75T79,,H,,2024,,51934,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y20T24,,H,,2024,,67316,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y65T69,,H,,2024,,82349,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y_LT20,,H,,2024,,294717,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y80T84,,H,,2024,,38975,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y15T64,,H,,2024,,871361,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y_GE65,,H,,2024,,283952,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y20T64,,H,,2024,,793672,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y15T19,,H,,2024,,77689,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,_T,,H,,2024,,1372341,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y50T54,,H,,2024,,93261,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y_GE50,,H,,2024,,547651,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y70T74,,H,,2024,,70436,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y45T49,,H,,2024,,94193,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y55T59,,H,,2024,,83549,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y10T14,,H,,2024,,77897,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,EST,,POP,,PS,,_T,,Y5T9,,H,,2024,,75653,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y30T34,,H,,2024,,380865,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y55T59,,H,,2024,,356069,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y35T39,,H,,2024,,371642,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y_LE4,,H,,2024,,234917,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y45T49,,H,,2024,,350319,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y20T24,,H,,2024,,310227,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y_LT20,,H,,2024,,1144010,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,_T,,H,,2024,,5619914,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y25T29,,H,,2024,,341311,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y15T19,,H,,2024,,317748,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y60T64,,H,,2024,,359542,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y75T79,,H,,2024,,302349,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y80T84,,H,,2024,,171166,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y_GE65,,H,,2024,,1319092,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y_GE50,,H,,2024,,2350630,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y40T44,,H,,2024,,370910,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y15T64,,H,,2024,,3474560,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y50T54,,H,,2024,,315927,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y70T74,,H,,2024,,334372,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y65T69,,H,,2024,,344986,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y_GE85,,H,,2024,,166219,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y20T64,,H,,2024,,3156812,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FIN,,POP,,PS,,_T,,Y5T9,,H,,2024,,273335,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y50T54,,H,,2024,,4529670,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y_LE4,,H,,2024,,3401137,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y20T64,,H,,2024,,37927290,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y_GE85,,H,,2024,,2295719,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y65T69,,H,,2024,,3935173,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y70T74,,H,,2024,,3678481,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y5T9,,H,,2024,,3867994,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y15T64,,H,,2024,,42198234,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y_GE50,,H,,2024,,28018826,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,_T,,H,,2024,,68521113,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y55T59,,H,,2024,,4420223,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y35T39,,H,,2024,,4296887,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y20T24,,H,,2024,,3958234,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y60T64,,H,,2024,,4272120,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y_GE65,,H,,2024,,14796813,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y45T49,,H,,2024,,4148895,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y40T44,,H,,2024,,4363905,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y_LT20,,H,,2024,,15797010,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y30T34,,H,,2024,,4072041,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y10T14,,H,,2024,,4256935,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y75T79,,H,,2024,,3053774,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y80T84,,H,,2024,,1833666,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,FRA,,POP,,PS,,_T,,Y15T19,,H,,2024,,4270944,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y55T59,,H,,2024,,6648686,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y20T24,,H,,2024,,4406914,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y35T39,,H,,2024,,5637155,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y15T64,,H,,2024,,53124946,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y25T29,,H,,2024,,4954200,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y80T84,,H,,2024,,3110037,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y30T34,,H,,2024,,5320447,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y_LE4,,H,,2024,,3759835,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y_LT20,,H,,2024,,15617896,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y_GE85,,H,,2024,,2926134,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y45T49,,H,,2024,,4941090,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y20T64,,H,,2024,,49160972,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,_T,,H,,2024,,83620575,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y15T19,,H,,2024,,3963974,,A,,0,,0,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),,I,DEU,,POP,,PS,,_T,,Y_GE50,,H,,2024,,37324754,,A,,0,,0,
